model,MAE,RMSE,MAPE_pct,WMAPE_pct,Pred10_pct
LightGBM,0.9763501352987942,1.952907462098132,53.66377383389298,75.43803446465469,9.218763399365407
XGBoost,0.9703399889821464,1.931624592407325,53.15008725077237,74.97365840879013,9.355972901123405
RandomForest,0.9770261096682796,1.8791218601497368,55.59725006702887,75.4902638605843,9.87050853271589
LSTM,1.208859920501709,2.3635196685791016,58.49377540378475,93.4029752625679,7.786639224766315
