mape,lead_time,service_level,stockout_mult,ss_gauss,ss_emp,tc_gauss,tc_emp,pct_reduction_TC
6,10,0.9,2.0,205.9904817985449,280.14705524602107,163027.81662967123,157540.3399155841,3.3659757135509594
6,10,0.95,0.4,264.3833828889095,359.561400728917,85994.33998571002,73059.61927760168,15.041362850459391
6,10,0.95,1.0,264.3833828889095,359.561400728917,119553.76432031367,87146.29122052174,27.107028610964022
6,10,0.95,2.0,264.3833828889095,359.561400728917,175486.13821131975,110624.07779205518,36.96135836162622
6,10,0.99,0.4,373.90422737824196,508.5097492344091,88037.26069771023,65620.45872999063,25.462857192582593
6,10,0.99,1.0,373.90422737824196,508.5097492344091,124579.74497316754,68437.79311857464,45.06507206824429
6,10,0.99,2.0,373.90422737824196,508.5097492344091,185483.88543226308,73133.35043288133,60.57158805874329
6,14,0.9,0.4,228.9456203637384,311.36604369468427,83490.91459933436,82426.87664704498,1.2744356166124229
6,14,0.9,1.0,228.9456203637384,311.36604369468427,113321.51400787091,110600.22053288507,2.4013917381979453
6,14,0.9,2.0,228.9456203637384,311.36604369468427,163039.1796887652,157555.7936759519,3.363232091378807
6,14,0.95,0.4,293.84570141722327,399.63015392742363,86008.9241741492,73079.45377387897,15.03270797119947
6,14,0.95,1.0,293.84570141722327,399.63015392742363,119568.34850875285,87166.12571679904,27.099331216054935
6,14,0.95,2.0,293.84570141722327,399.63015392742363,175500.72239975893,110643.91228833247,36.9552952401497
6,14,0.99,0.4,415.5713144913894,565.1769877082896,88057.88638776196,65648.50966846096,25.44846082339695
6,14,0.99,1.0,415.5713144913894,565.1769877082896,124600.37066321928,68465.84405704497,45.0516529825578
6,14,0.99,2.0,415.5713144913894,565.1769877082896,185504.5111223148,73161.40137135166,60.56085055359557
6,21,0.9,0.4,264.3636310935805,359.5345382872695,83508.44692429814,82450.72060899572,1.2666099709185974
6,21,0.9,1.0,264.3636310935805,359.5345382872695,113339.04633283471,110624.06449483582,2.395451458119731
6,21,0.9,2.0,264.3636310935805,359.5345382872695,163056.71201372897,157579.63763790263,3.3589996438571537
6,21,0.95,0.4,339.3037896268965,461.4531538925793,86031.42645359125,73110.05687392017,15.019359915694736
6,21,0.95,1.0,339.3037896268965,461.4531538925793,119590.8507881949,87196.72881684023,27.087458411619874
6,21,0.95,2.0,339.3037896268965,461.4531538925793,175523.224679201,110674.51538837366,36.94594228732383
6,21,0.99,0.4,479.8604205781806,652.6101719863257,88089.71023885689,65691.79010595007,25.4262615601464
6,21,0.99,1.0,479.8604205781806,652.6101719863257,124632.19451431421,68509.12449453409,45.03095708014216
6,21,0.99,2.0,479.8604205781806,652.6101719863257,185536.33497340974,73204.68180884077,60.544288093579
7,7,0.9,0.4,218.08886895293122,296.60086177598646,83485.54038181443,82419.56771121787,1.2768350851194328
7,7,0.9,1.0,218.08886895293122,296.60086177598646,113316.13979035098,110592.91159705796,2.4032129918397613
7,7,0.9,2.0,218.08886895293122,296.60086177598646,163033.80547124526,157548.48474012478,3.364529653997396
7,7,0.95,0.4,279.91134561538433,380.6794300369227,86002.02650685946,73070.07294636493,15.036800975222468
7,7,0.95,1.0,279.91134561538433,380.6794300369227,119561.45084146311,87156.744889285,27.102971504708762
7,7,0.95,2.0,279.91134561538433,380.6794300369227,175493.8247324692,110634.53146081843,36.958162699186275
7,7,0.99,0.4,395.8646503161703,538.3759244299916,88048.1313610636,65635.2428321512,25.455268819962452
7,7,0.99,1.0,395.8646503161703,538.3759244299916,124590.61563652092,68452.57722073521,45.057999054729855
7,7,0.99,2.0,395.8646503161703,538.3759244299916,185494.75609561647,73148.1345350419,60.565928614533746
7,10,0.9,0.4,240.32222876496908,326.83823112035793,83496.54615207732,82434.5355587754,1.271921585076846
7,10,0.9,1.0,240.32222876496908,326.83823112035793,113327.14556061388,110607.87944461551,2.399483462277755
7,10,0.9,2.0,240.32222876496908,326.83823112035793,163044.81124150817,157563.45258768232,3.3618724889727747
